St_Code;Lat_dec;Long_dec
335;30393;56.8333333333333;124.866666666667
336;30433;55.7833333333333;109.55
337;30437;55.15;107.616666666667
338;30469;55.1166666666667;116.766666666667
339;30471;55.8666666666667;117.366666666667
340;30484;55.4333333333333;120.55
341;30493;55.9666666666667;124.883333333333
342;30504;54.6;100.633333333333
343;30521;54.8;105.166666666667
344;30536;54.3333333333333;109.533333333333
345;30554;54.4666666666667;113.583333333333
346;30555;54.6166666666667;113.133333333333
347;30565;54.4333333333333;116.533333333333
348;30612;54;103.066666666667
349;30627;53.1;105.533333333333
350;30632;53.85;108.583333333333
351;30635;53.4166666666667;109.016666666667
352;30636;53.6166666666667;109.633333333333
353;30650;53.2;112.783333333333
354;30673;53.75;119.733333333333
355;30692;54;123.966666666667
356;30695;53.4666666666667;123.9
357;30703;52.9666666666667;101.983333333333
358;30710;52.2666666666667;104.35
359;30716;52.4666666666667;104.366666666667
360;30727;52.0333333333333;105.416666666667
361;30745;52.5333333333333;111.55
362;30758;52.0833333333333;113.483333333333
363;30777;52.2333333333333;117.7
364;30811;51.7333333333333;102.533333333333
365;30815;51.5333333333333;103.6
366;30822;51.7166666666667;105.85
367;30823;51.8333333333333;107.6
368;30825;51.75;107.283333333333
369;30844;51.35;110.466666666667
370;30859;51.1;114.516666666667
371;30879;51.3166666666667;119.616666666667
372;30915;50.4333333333333;103.6
373;30925;50.3666666666667;106.45
374;30935;50.3666666666667;108.75
375;30949;49.5666666666667;111.966666666667
376;30954;49.7;112.666666666667
377;30965;50.4;116.516666666667
378;31004;58.6166666666667;125.033333333333
379;31026;58.7333333333333;130.616666666667
380;31062;59.7666666666667;137.666666666667
381;31088;59.3666666666667;143.2
382;31092;59.7666666666667;148.633333333333
383;31102;57.65;125.966666666667
384;31137;56.2833333333333;131.133333333333
385;31152;57.65;136.15
386;31168;56.45;138.15
387;31174;54.8333333333333;137.533333333333
388;31235;55.3333333333333;134.5
389;31253;54.7166666666667;128.866666666667
390;31285;54.5;134.416666666667
391;31329;53.0833333333333;132.983333333333
392;31362;53.95;140.333333333333
393;31369;53.15;140.7
394;31371;52.7833333333333;126
395;31388;52.35;129.916666666667
396;31416;52.4166666666667;136.5
397;31436;52.6666666666667;141.283333333333
398;31439;52.3833333333333;140.466666666667
399;31443;51.6333333333333;128.816666666667
400;31459;51.35;130.433333333333
401;31478;52.2666666666667;133.983333333333
402;31510;50.25;127.5
403;31532;50.8666666666667;132.25
404;31538;50.0666666666667;132.133333333333
405;31562;50.9333333333333;138.183333333333
406;31586;49.6166666666667;127.966666666667
407;31594;49.4166666666667;130.083333333333
408;31677;49.1666666666667;138.05
409;31707;47.7333333333333;130.966666666667
410;31725;48.6166666666667;133.833333333333
411;31733;48.8166666666667;135.883333333333
412;31735;48.5166666666667;135.166666666667
413;31770;49;140.3
414;31788;47.15;134.333333333333
415;31829;47.3166666666667;138.983333333333
416;31845;46.5333333333333;135.316666666667
417;31873;45.8666666666667;133.733333333333
418;31895;45.45;135.5
419;31909;45;136.6
420;31915;44.4;131.383333333333
421;31931;44.8;133.083333333333
422;31959;44.3666666666667;135.85
423;31960;43.8;131.933333333333
424;31961;43.8833333333333;131.966666666667
425;31969;42.65;130.8
426;31989;42.9;133.9
427;32014;53.5666666666667;142.5
428;32027;52.2166666666667;141.633333333333
429;32053;51.9166666666667;143.133333333333
430;32061;50.9;142.166666666667
431;32071;50.7333333333333;142.716666666667
432;32076;50.4;143.766666666667
433;32088;49.0666666666667;142.033333333333
434;32098;49.2166666666667;143.1
435;32099;48.65;144.733333333333
436;32121;47.9833333333333;142.2
437;32145;46.6666666666667;141.866666666667
438;32149;45.9;142.083333333333
439;32150;46.95;142.716666666667
440;32165;44.0166666666667;145.866666666667
441;32174;45.25;147.883333333333
442;32213;50.8666666666667;156.683333333333
443;32246;59.3;163.166666666667
444;32252;58.5;159.166666666667
445;32287;57.0833333333333;156.7
446;32363;55.9166666666667;158.716666666667
447;32389;56.3166666666667;160.833333333333
448;32411;55.5833333333333;155.583333333333
449;32447;55.1166666666667;159.066666666667
450;32477;54.3;155.933333333333
451;32509;54.1166666666667;159.983333333333
452;32539;53.1166666666667;157.733333333333
453;32547;53.0833333333333;158.3
454;32562;52.8333333333333;156.3
455;32564;52.6666666666667;156.233333333333
456;32583;52.9833333333333;158.65
457;32586;52.8833333333333;158.716666666667
458;32618;55.2;165.983333333333
459;33008;52.1166666666667;23.6833333333333
460;33038;52.25;29.8333333333333
461;33166;51.5666666666667;34.6833333333333
462;33345;50.4;30.5666666666667
463;33377;50;33.0166666666667
464;33393;49.8166666666667;23.95
465;33562;49.2333333333333;28.6
466;33631;48.6333333333333;22.2666666666667
467;33658;48.3666666666667;25.9
468;33815;47.0166666666667;28.9833333333333
469;33837;46.4333333333333;30.7666666666667
470;33889;45.3666666666667;28.85
471;33910;46.1666666666667;34.8166666666667
472;33915;46.45;33.8833333333333
473;33946;44.6833333333333;34.1333333333333
474;33976;45.0333333333333;35.3833333333333
475;33983;45.4;36.4166666666667
476;34003;52.3166666666667;36.3
477;34009;51.7666666666667;36.1666666666667
478;34026;52.15;39.15
479;34059;51.8666666666667;43.5833333333333
480;34110;51.1666666666667;37.35
481;34123;51.7;39.2166666666667
482;34139;51.05;40.7
483;34152;51.55;43.15
484;34163;51.6333333333333;45.45
485;34172;51.5666666666667;45.0333333333333
486;34186;51.3666666666667;48.3
487;34202;50.8;35.7666666666667
488;34240;50.8;42
489;34247;50.4166666666667;41.05
490;34289;50.4333333333333;48.1333333333333
491;34300;49.9666666666667;36.1333333333333
492;34321;50.2166666666667;38.1
493;34356;49.8;43.6666666666667
494;34391;50.15;48.55
495;34432;49.3833333333333;40.1666666666667
496;34476;49.1333333333333;46.85
497;34524;48.35;38.4333333333333
498;34561;48.6666666666667;44.45
499;34579;48.2166666666667;46.7333333333333
500;34646;47.6333333333333;42.1166666666667
501;34720;47.2;38.9
502;34730;47.25;39.8166666666667
503;34740;46.5166666666667;41.35
504;34747;46.55;41.05
505;34759;46.5666666666667;43.6666666666667
506;34824;46.0333333333333;38.15
507;34861;46.3666666666667;44.3333333333333
508;34866;46.1833333333333;45.35
509;34880;46.2833333333333;47.9833333333333
510;34927;45.05;39.0333333333333
511;34949;45.1166666666667;42.0833333333333
512;34984;45.4;47.35
513;35007;51.8666666666667;50.3333333333333
514;35011;52.4333333333333;53.1333333333333
515;35026;52.2166666666667;57.4
516;35041;52.4333333333333;60.35
517;35078;51.8166666666667;68.3666666666667
518;35108;51.25;51.2833333333333
519;35121;51.6833333333333;55.1
520;35127;51.0166666666667;55.6333333333333
521;35133;51.5166666666667;59.95
522;35188;51.1333333333333;71.3666666666667
523;35229;50.2833333333333;57.15
524;35233;50.75;59.55
525;35358;49.6333333333333;63.5
526;35394;49.8;73.15
527;35406;49.05;51.8666666666667
528;35416;49.0666666666667;54.6833333333333
529;35542;48.6166666666667;61.2666666666667
530;35576;48.3;69.65
531;35663;47.8333333333333;66.75
532;35700;47.1166666666667;51.9166666666667
533;35746;46.7833333333333;61.65
534;35796;46.8;75.0833333333333
535;36034;51.5833333333333;81.2
536;36038;51.15;82.1666666666667
537;36045;51.6333333333333;84.3333333333333
538;36055;51.9;86
539;36064;51.7666666666667;87.6
540;36096;51.7166666666667;94.5
541;36099;51.15;94.5166666666667
542;36103;52.4666666666667;96.1
543;36177;50.4166666666667;80.3
544;36229;50.2666666666667;85.6166666666667
545;36259;50;88.6666666666667
546;36278;50.3833333333333;90.4333333333333
547;36307;50.2666666666667;95.1166666666667
548;36442;50.0333333333333;86.45
549;36665;47.4666666666667;84.9166666666667
550;36729;46.1666666666667;80.9333333333333
551;36859;44.1666666666667;80.0666666666667
552;36870;43.2333333333333;76.9333333333333
553;36974;41.4333333333333;76
554;37001;44.8833333333333;37.2833333333333
555;37018;44.1;39.0666666666667
556;37031;44.9833333333333;41.1166666666667
557;37050;44.05;43.0333333333333
558;37054;44.2333333333333;43.0666666666667
559;37061;44.7833333333333;44.1333333333333
560;37075;44.35;45.8333333333333
561;37089;44.4666666666667;47.4833333333333
562;37099;43.5833333333333;39.7666666666667
563;37107;43.6833333333333;40.2
564;37112;43.8666666666667;41.5666666666667
565;37123;43.9;42.7166666666667
566;37126;43.7333333333333;42.6666666666667
567;37196;43.25;41.8333333333333
568;37228;43.0333333333333;44.6833333333333
569;37235;43.35;45.6833333333333
570;37244;43.35;46.1166666666667
571;37385;42.1833333333333;42.3666666666667
572;37461;42.3666666666667;46.25
573;37470;42.0666666666667;48.3
574;37471;42.8166666666667;47.1166666666667
575;37472;43.0166666666667;47.4833333333333
576;37549;41.6833333333333;44.95
577;37663;41.4666666666667;47.75
578;37686;40.7833333333333;43.8333333333333
579;37735;40.7166666666667;46.4166666666667
580;37789;40.1333333333333;44.4666666666667
581;38198;43.2666666666667;68.2166666666667
582;38262;42.95;59.8166666666667
583;38353;42.85;74.5333333333333
584;38413;41.7333333333333;64.6166666666667
585;38457;41.2666666666667;69.2666666666667
586;38507;40.05;53
587;38599;40.2166666666667;69.7333333333333
588;38618;40.3666666666667;71.75
589;38687;39.0833333333333;63.6
590;38696;39.5666666666667;66.95
591;38750;37.4666666666667;53.6333333333333
592;38763;38.9833333333333;56.2833333333333
593;38836;38.55;68.7833333333333
594;38880;37.9666666666667;58.3333333333333
595;38895;37.6;62.1833333333333
596;38927;37.2333333333333;67.2666666666667
597;38933;37.8166666666667;68.7833333333333
598;38954;37.5;71.5
599;38974;36.5333333333333;61.2166666666667
600;38987;35.2833333333333;62.35
